"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ASIANPAINT","EQ","08-Apr-2020","       1623.80","       1623.80","       1687.80","       1600.00","       1608.00","       1608.95","       1642.03","    2382216","          3911658954.15","     101146","     741288","         31.12"
"ASIANPAINT","EQ","09-Apr-2020","       1608.95","       1640.00","       1678.90","       1618.95","       1644.05","       1651.35","       1653.37","    1489546","          2462771944.15","      69005","     405363","         27.21"
"ASIANPAINT","EQ","13-Apr-2020","       1651.35","       1646.00","       1703.65","       1602.85","       1664.50","       1680.85","       1651.58","    2586216","          4271342073.75","     118296","     777190","         30.05"
"ASIANPAINT","EQ","15-Apr-2020","       1680.85","       1703.65","       1736.75","       1683.80","       1718.25","       1718.20","       1717.81","    2508280","          4308753478.45","     138621","     929426","         37.05"
"ASIANPAINT","EQ","16-Apr-2020","       1718.20","       1691.00","       1752.30","       1684.75","       1735.00","       1743.10","       1733.77","    1821296","          3157710101.30","      99763","     567115","         31.14"
"ASIANPAINT","EQ","17-Apr-2020","       1743.10","       1763.00","       1783.70","       1727.10","       1758.00","       1756.25","       1750.68","    1398782","          2448815834.25","      86311","     457200","         32.69"
"ASIANPAINT","EQ","20-Apr-2020","       1756.25","       1758.25","       1758.65","       1705.65","       1730.00","       1730.45","       1728.52","    1431055","          2473613926.15","      93708","     520807","         36.39"
"ASIANPAINT","EQ","21-Apr-2020","       1730.45","       1710.00","       1753.95","       1700.00","       1723.00","       1726.00","       1734.61","    1594930","          2766584236.65","      91790","     419996","         26.33"
"ASIANPAINT","EQ","22-Apr-2020","       1726.00","       1717.10","       1822.00","       1712.25","       1816.90","       1813.00","       1792.43","    3727806","          6681826891.45","     158539","    1186313","         31.82"
"ASIANPAINT","EQ","23-Apr-2020","       1813.00","       1807.00","       1845.40","       1801.05","       1825.00","       1821.65","       1829.40","    2573566","          4708089469.85","      82305","     827179","         32.14"
"ASIANPAINT","EQ","24-Apr-2020","       1821.65","       1815.05","       1842.80","       1814.00","       1830.00","       1827.55","       1829.95","    2744934","          5023085163.50","      89557","    1225487","         44.65"
